"route_id","route_id.1","valley.metro.survey.ID","route_type","route_name","total_c","white_c","black_c","asian_c","latino_c","other_c","poc_c","male_c","female_c","pct_white_c","pct_black_c","pct_asian_c","pct_latino_c","pct_other_c","pct_poc_c","totalhhs_c","totalhhs_cv_c","below15k_c","below15k_cv_c","below15k_prop_c","below15k_prop_moe_c","below20k_c","below20k_cv_c","below20k_prop_c","below20k_prop_moe_c","below25k_c","below25k_cv_c","below25k_prop_c","below25k_prop_moe_c","above50k_c","above50k_cv_c","above50k_prop_c","above50k_prop_moe_c","above100k_c","above100k_cv_c","above100k_prop_c","above100k_prop_moe_c","total_r","white_r","black_r","aisan_r","amerindian_r","latino_r","other_r","poc_r","pct_white_r","pct_black_r","pct_asian_r","pct_amerindian_r","pct_latino_r","pct_other_r","pct_poc_r","below15_r","below20_r","below25_r","above50_r","above100_r","below15k_prop_r","below20k_prop_r","below25k_prop_r","above50k_prop_r","above100k_prop_r","white_diff","black_diff","asian_diff","latino_diff","poc_diff","below15k_diff","below25k_diff","above50k_diff","id","ws","OBJECTID","Join_Count","TARGET_FID","id_num","CE01_r","CE02_r","CE03_r","CNS01_r","CNS02_r","CNS03_r","CNS04_r","CNS05_r","CNS06_r","CNS07_r","CNS08_r","CNS09_r","CNS10_r","CNS11_r","CNS12_r","CNS13_r","CNS14_r","CNS15_r","CNS16_r","CNS17_r","CNS18_r","CNS19_r","CNS20_r","CR01_r","CR02_r","CR03_r","CR04_r","CR05_r","CR07_r","CT01_r","CT02_r","CD01_r","CD02_r","CD03_r","CD04_r","CS01_r","CS02_r","CE01_w","CE02_w","CE03_w","CNS01_w","CNS02_w","CNS03_w","CNS04_w","CNS05_w","CNS06_w","CNS07_w","CNS08_w","CNS09_w","CNS10_w","CNS11_w","CNS12_w","CNS13_w","CNS14_w","CNS15_w","CNS16_w","CNS17_w","CNS18_w","CNS19_w","CNS20_w","CR01_w","CR02_w","CR03_w","CR04_w","CR05_w","CR07_w","CT01_w","CT02_w","CD01_w","CD02_w","CD03_w","CD04_w","CS01_w","CS02_w","Shape_Length","Shape_Area","wtdinc","mode_collapse","mode_collapse_f","midinc_c","totrid100","totjobs","cd01_1000","hiwagejobs","lowagejobs","hiwageshare","lowageshare","resdens","jobdens","lwjobdens","midinc_r","pct_midinc_c","midinc_prop_r","hdwy","trips"
"05192014download:37",37,"B_51","Local","51st Avenue",31242,11736,1661,646,16089,1110,19506,15294,15947,0.376,0.053,0.021,0.515,0.036,0.624,10769,0.003,1988.47,0.098,0.185,0.03,2888.385,0.081,0.268,0.036,3499.337,0.073,0.325,0.039,4120.171,0.069,0.383,0.043,1006.217,0.142,0.093,0.022,1148,519,209,0,0,322,98,629,0.452066605,0.18243255,0,0,0.280145612,0.085355233,0.547933395,272.5693637,383.6101563,515.7123797,322.288891,61.048415,0.237372947,0.334075231,0.449119319,0.280672276,0.053165337,-0.076,-0.129,0.021,0.235,-0.05,-0.053,-0.124,0.102,37,45.421568627451,37,441,37,37,2989,5183,3329,83,19,106,665,807,560,1387,439,164,604,241,536,138,1157,977,1501,177,1012,379,549,9939,732,227,397,23,183,7469,4032,1546,2209,2693,2068,5788,5713,2672,4697,2814,1,2,33,438,861,677,3308,407,5,249,52,555,4,651,75,1086,69,1066,614,30,8988,471,231,353,22,118,6304,3879,1721,2021,2400,1423,5687,4496,47443.8935520144,17608202.2550116,36595.7506417723,1,1,3149.492,1.148,10.183,1.721,0.813,5.708,0.0798389472650496,0.56054207993715,17742.8675270401,5.78310031457172,3.24167107881522,442.1009527,0.292459095552048,0.385105359494774,47.425,20.75
"05192014download:40",40,"B_52","Local","Roeser",20013,1876,3318,221,14060,538,18137,10090,9923,0.094,0.166,0.011,0.703,0.027,0.906,5632,0.004,1495.296,0.103,0.265,0.045,1808.918,0.093,0.321,0.049,2368.795,0.081,0.421,0.056,1620.084,0.096,0.288,0.045,391.723,0.21,0.07,0.024,850,209,363,0,0,278,0,641,0.245733708,0.426911452,0,0,0.32735484,0,0.754266292,207.7825262,245.8434415,412.3424885,193.5489715,0,0.244367345,0.289129747,0.484944722,0.227627651,0,-0.152,-0.261,0.011,0.375,0.027,0.021,-0.064,0.06,40,41.5454545454545,40,235,40,40,1713,3194,1167,53,9,27,340,538,269,639,272,85,323,133,229,61,764,464,651,83,660,168,306,4514,1073,211,161,17,98,2594,3480,1204,1124,1245,709,3186,2888,1548,5606,6720,41,2,1,1123,1288,1784,4412,521,29,814,196,363,64,1606,840,192,7,109,383,99,11883,942,343,475,34,197,10630,3244,1484,2726,3645,2975,7884,5990,27308.1435491146,10124812.9457902,31750.1017141211,1,1,1643.121,0.85,13.874,1.484,1.27,6.517,0.0915381288741531,0.469727547931382,19766.2910980703,13.7029692047483,6.43666212392566,410.607587,0.291747336647727,0.483067749411765,44.7625,25.25
"05192014download:49",49,"B_56","Local","Priest",16847,5945,1298,737,6271,2596,10902,8618,8229,0.353,0.077,0.044,0.372,0.154,0.647,6073,0.004,823.214,0.147,0.136,0.033,1265.524,0.124,0.208,0.042,1549.311,0.111,0.255,0.047,2703.012,0.083,0.445,0.061,565.393,0.158,0.093,0.024,1866,762,453,0,156,495,0,1104,0.408185799,0.242658134,0,0.083696474,0.265459594,0,0.591814201,323.66,418.25,557.44,489.19,112.53,0.173481913,0.224182197,0.298788103,0.262206071,0.060316133,-0.055,-0.166,0.044,0.107,0.154,-0.038,-0.044,0.183,49,53.9036144578313,49,267,49,49,1952,3250,2466,33,9,48,294,547,333,1001,282,148,466,179,414,110,826,688,805,172,787,242,284,5990,427,685,392,21,153,5514,2154,775,1316,1704,1336,4058,3610,9233,12297,12861,2,4,4096,1009,1062,1623,7405,175,822,2741,423,1625,537,3468,938,3124,704,3649,806,178,30018,1755,865,1114,72,567,26384,8007,2790,5698,8060,7360,17514,16877,40146.5611358776,13830459.5001012,44741.8057447651,1,1,1820.677,1.866,34.391,2.79,5.725,16.032,0.166467971271554,0.466168474310139,12181.0848004556,24.8661297187909,11.5918057530068,958.56,0.299798616828586,0.513697749196141,26.5,43.625
"05192014download:55",55,"B_59","Local","59th Avenue",43026,15655,2186,1194,22690,1302,27372,21336,21690,0.364,0.051,0.028,0.527,0.03,0.636,13824,0.003,2357.367,0.085,0.171,0.024,3360.329,0.073,0.243,0.029,4323.895,0.067,0.313,0.034,5515.132,0.057,0.399,0.037,1617.349,0.103,0.117,0.02,2828,1464,385,0,77,845,57,1364,0.51768242,0.136017256,0,0.027355505,0.298838381,0.020106438,0.48231758,691.9092486,873.0017486,1216.997026,430.6633843,27.68,0.244666522,0.30870277,0.430343185,0.152287186,0.009787945,-0.154,-0.085,0.028,0.229,0.01,-0.074,-0.118,0.247,55,49.7810218978102,55,619,55,55,3750,6415,4008,74,19,110,881,1099,671,1636,562,213,769,229,604,176,1436,1199,1796,237,1356,419,687,12033,955,396,533,28,228,8706,5467,2057,2653,3392,2367,7272,6901,6557,7580,8007,10,0,4,590,1234,1105,2932,504,49,902,515,371,114,530,6191,1830,245,2918,570,1530,19573,1107,409,692,43,320,15259,6885,2678,4013,5355,4199,10464,11680,57575.9450099111,21464215.0373998,39145.973045613,1,1,3984.973,2.828,22.144,2.678,1.436,7.195,0.0648482658959538,0.324918713872832,20045.457019989,10.3167061834853,3.35209090454193,1524.3348671,0.288264829282407,0.539015158097595,44.8625,24.75
"05192014download:56",56,"B_60","Local","Bethany Home",41456,14079,3213,1000,21318,1846,27377,20477,20980,0.34,0.078,0.024,0.514,0.045,0.66,14477,0.002,2735.427,0.088,0.189,0.027,3852.672,0.075,0.266,0.033,4855.296,0.067,0.335,0.037,5556.243,0.057,0.384,0.036,1669.051,0.101,0.115,0.019,2838,1161,848,21,35,697,75,1677,0.409098918,0.298951345,0.007350454,0.012452782,0.245588318,0.026558183,0.590901082,933.4138225,1181.020999,1504.517725,625.5748052,41.0786963,0.328905626,0.416154594,0.530144649,0.220432854,0.014474838,-0.069,-0.221,0.017,0.269,0.018,-0.14,-0.195,0.163,56,50.2788461538462,56,473,56,56,3824,6805,3874,117,24,79,788,932,713,1612,544,255,792,298,680,168,1608,1087,1909,241,1450,475,731,12141,1218,470,457,19,198,8740,5763,2100,2692,3470,2457,7469,7034,3286,5249,3330,7,3,0,565,118,357,3729,37,102,338,230,419,8,1287,613,2645,55,937,387,28,10129,738,309,496,16,177,8493,3372,1442,2286,2838,2165,5334,6531,43637.7915502069,16847000.272541,40874.158428832,1,1,4065.461,2.838,11.865,1.442,0.867,6.395,0.0730720606826802,0.53898019384745,24607.3480912619,7.04279682320586,3.7959279969997,1031.4041958,0.280822062582027,0.363426425581395,44.9125,23.25
"05192014download:57",57,"B_61","Local","Southern",66211,27233,5624,1556,28948,2850,38978,33124,33088,0.411,0.085,0.024,0.437,0.043,0.589,23556,0.002,3235.891,0.077,0.137,0.017,4424.026,0.066,0.188,0.02,5983.598,0.056,0.254,0.024,10683.444,0.041,0.454,0.03,3071.207,0.074,0.13,0.016,7049,3148,1243,42,246,2112,259,3901,0.446523393,0.17629526,0.005959736,0.034840551,0.299633847,0.036747213,0.553476607,2285.481446,2921.784296,3620.325003,1184.10637,214.1646079,0.324227755,0.414496283,0.513594127,0.167982178,0.030382268,-0.035,-0.091,0.018,0.138,0.006,-0.187,-0.26,0.286,57,51.2785388127854,57,880,57,57,5879,10535,6623,91,34,157,1206,1792,922,2596,848,364,1287,489,1101,311,2556,2186,2698,488,2301,716,894,18860,2199,718,749,84,427,14638,8399,2882,4103,5259,3848,11814,11223,11248,14330,10319,93,10,32,2040,2216,1730,7004,369,363,1152,601,2104,132,4219,4828,2792,691,4537,759,225,30815,2306,911,1284,68,513,26264,9633,3793,6568,8323,6197,18043,17854,93845.4305600017,35244958.4258593,45696.4539001479,1,1,6888.958,7.049,35.897,3.793,3.751,17.21,0.104493411705714,0.479427250188038,18785.9492413022,10.1850027928143,4.88296788211643,2943.109334,0.292450246221769,0.417521539792879,25.725,43.75
"05192014download:58",58,"B_62","Local","Hardy",30024,16906,2038,2006,7076,1999,13118,16437,13587,0.563,0.068,0.067,0.236,0.067,0.437,11748,0.003,2111.321,0.107,0.18,0.031,2877.259,0.092,0.245,0.037,3545.789,0.083,0.302,0.041,4737.14,0.065,0.403,0.043,1334.346,0.116,0.114,0.022,1502,710,292,172,32,264,32,792,0.472572182,0.194125559,0.114725389,0.021508097,0.175673876,0.021394897,0.527427818,515.9601057,672.0634759,776.3684533,287.237985,66.8373825,0.343564178,0.447509281,0.516963204,0.191264172,0.044505244,0.091,-0.126,-0.048,0.06,0.045,-0.164,-0.215,0.212,58,59.4757281553398,58,364,58,58,2961,4884,3876,37,16,80,425,795,501,1381,414,210,759,258,718,168,1206,1304,1176,234,1269,404,366,9680,811,389,598,37,206,9313,2408,1065,1867,2556,2257,6361,5360,8711,13653,15790,16,7,1,982,1785,1732,2097,1226,492,3361,607,1812,923,2555,13148,1154,428,3889,905,1034,33147,1783,775,1769,72,608,30927,7227,2817,6213,9161,10595,20382,17772,40411.7464921896,15312088.7652552,50372.9780592161,1,1,3465.071,1.502,38.154,2.817,6.588,9.874,0.172668658594119,0.258793311317293,19608.0368003925,24.9175671490199,6.44849971246587,542.6985391,0.294949863806605,0.361317269707057,29.6625,38
"05192014download:59",59,"B_65","Local","Mill/Kyrene",18126,10216,1619,1068,3996,1227,7910,9649,8477,0.564,0.089,0.059,0.22,0.068,0.436,7228,0.003,1428.384,0.133,0.198,0.043,1763.955,0.12,0.244,0.048,2409.673,0.104,0.333,0.057,2897.89,0.081,0.401,0.054,755.389,0.152,0.105,0.026,987,530,176,97,12,172,0,457,0.536884457,0.17875204,0.098274097,0.012049902,0.174039504,0,0.463115543,297.85,369.25,495.3,91.64,0,0.301855624,0.374215844,0.501961023,0.092872417,0,0.027,-0.089,-0.039,0.046,0.068,-0.104,-0.169,0.308,59,52.2439024390244,59,236,59,59,1497,2740,2166,4,6,47,265,408,231,737,187,136,407,157,417,107,690,761,645,139,685,172,202,5183,462,256,389,15,98,5162,1241,518,977,1306,1279,3446,2957,7600,11773,14238,33,246,155,1431,3150,743,3589,311,441,3830,513,3366,1600,6503,284,647,820,3641,574,1734,29156,1807,719,1259,64,606,26688,6923,2715,5952,8343,7339,19262,14349,29906.4491337586,11244413.0188801,48721.3381599017,1,1,1920.437,0.987,33.611,2.715,9.237,15.127,0.274820743209068,0.450060991937163,16120.0055259134,29.8912890726843,13.4529032103328,526.11,0.265694106253459,0.533039513677812,47.4625,26.5
"05192014download:60",60,"B_66","Local","Mill/68th Street",21370,12918,1375,1597,4244,1236,8452,11171,10199,0.604,0.064,0.075,0.199,0.058,0.396,8608,0.003,1388.843,0.134,0.161,0.035,1709.377,0.121,0.199,0.04,2370.56,0.103,0.275,0.047,4148.291,0.066,0.482,0.053,1631.948,0.103,0.19,0.032,1013,408,207,70,18,310,0,605,0.402798749,0.204665897,0.068587106,0.018217525,0.305730724,0,0.597201251,373.3325843,382.7325843,534.3151686,133.6225843,7.9,0.36842222,0.377698584,0.527287434,0.131865075,0.007796093,0.202,-0.14,0.006,-0.107,0.058,-0.207,-0.252,0.35,60,52.0795454545455,60,304,60,60,2000,3243,3538,14,18,66,336,780,340,988,257,167,520,197,551,132,853,1018,896,182,900,244,322,7254,479,282,623,15,128,7129,1652,722,1409,1914,2033,4745,4036,5464,7316,8985,5,12,155,1718,1061,890,1544,162,379,3422,463,1525,78,1321,2426,790,157,3450,530,1677,19057,974,542,767,31,394,16897,4868,1874,3789,5072,4901,11391,10374,36349.6945651561,12883374.1640085,59868.8504538981,1,1,2089.149,1.013,21.765,1.874,5.404,7.002,0.248288536641397,0.32170916609235,16587.2695521799,16.8938662519044,5.43491162397585,496.6448314,0.242698536245353,0.490271304442251,47.2625,26.25
"05192014download:61",61,"B_67","Local","67th Avenue",47271,14998,2861,964,27032,1415,32272,22951,24320,0.317,0.061,0.02,0.572,0.03,0.683,15165,0.002,2374.087,0.094,0.157,0.024,3637.224,0.076,0.24,0.03,4697.779,0.066,0.31,0.033,5371.588,0.058,0.354,0.034,1275.248,0.115,0.084,0.016,2411,942,465,23,45,917,19,1469,0.390676455,0.192808262,0.00941479,0.018580731,0.380457053,0.00806271,0.609323545,895.9424651,1059.451778,1199.875094,502.8464477,46.87814476,0.371585105,0.439399309,0.497638777,0.208551617,0.019442343,-0.073,-0.132,0.011,0.191,0.022,-0.215,-0.188,0.146,61,42.9830508474576,61,568,61,61,3835,7158,4159,124,20,110,913,1145,710,1899,610,199,759,299,639,188,1483,1199,1985,238,1407,486,739,12944,1121,338,492,34,223,8873,6279,2205,2739,3544,2413,7709,7443,4387,4209,2316,0,2,1,810,281,304,3982,251,164,216,214,254,5,663,720,1002,108,1753,161,21,9586,518,265,351,11,181,7264,3648,1403,1935,2266,1469,5174,5738,58803.146003105,21263356.1133433,36959.4334043194,1,1,5095.633,2.411,10.912,1.403,0.639,6.667,0.0585593841642229,0.610978739002933,22231.2036482031,5.13183334833603,3.13544106793955,848.7017743,0.336012726673261,0.352012349357113,44.9625,23.5
"05192014download:63",63,"B_7","Local","7th Street",50038,25509,2882,910,18663,2074,24529,25245,24793,0.51,0.058,0.018,0.373,0.041,0.49,20895,0.002,4011.843,0.069,0.192,0.022,5295.57,0.059,0.253,0.025,6685.101,0.053,0.32,0.028,8896.137,0.043,0.426,0.03,3341.692,0.069,0.16,0.018,5148,2083,1015,46,166,1824,14,3066,0.40456147,0.197092655,0.008934919,0.032334694,0.35432586,0.002750401,0.59543853,2332.088839,2811.298646,3165.927017,724.3104739,118.6934849,0.452976813,0.546056857,0.614938637,0.140687544,0.023054609,0.105,-0.139,0.009,0.019,0.039,-0.261,-0.295,0.285,63,56.0900473933649,63,835,63,63,4803,8563,7376,68,32,138,914,1089,886,2139,611,453,1434,481,1181,311,2283,1808,2846,369,2020,703,976,17766,1424,598,587,39,328,14869,5873,2321,3732,5122,4239,10574,10168,14763,23290,32305,67,1282,6074,3116,2029,1511,2346,912,3176,6558,1357,5519,543,8126,3706,5957,2552,6690,5895,2942,61076,4272,1559,2251,123,1077,52073,18285,6794,12487,18069,18067,36611,33747,86256.372333479,32028061.8019362,44217.6750066386,1,1,5313.762,5.148,70.358,6.794,15.796,25.609,0.224508939992609,0.363981352511441,15623.1745490684,21.9676109141723,7.99580073198555,1612.3908801,0.254307824838478,0.313207241666667,26.95,35.25
"05192014download:64",64,"B_70","Local","Glendale/24th St.",63231,24682,5431,1892,28557,2668,38549,31996,31235,0.39,0.086,0.03,0.452,0.042,0.61,22389,0.002,4613.619,0.067,0.206,0.023,5970.611,0.059,0.267,0.026,7612.495,0.051,0.34,0.029,8853.093,0.045,0.395,0.029,3140.064,0.073,0.14,0.017,7971,3463,1601,0,552,2168,187,4508,0.43444405,0.200823472,0,0.069248651,0.272004095,0.023479732,0.56555595,2539.050915,3146.800075,3830.651738,1771.442024,335.2072101,0.318529664,0.394773167,0.4805639,0.222231397,0.042052501,-0.044,-0.115,0.03,0.18,0.019,-0.112,-0.141,0.173,64,48.4615384615385,64,956,64,64,5547,9379,6987,137,34,167,1048,1292,980,2410,770,381,1294,459,1204,287,2304,1798,2951,399,2213,685,1100,17990,2000,715,822,32,354,14900,7013,2792,4031,5305,4125,11217,10696,12080,20550,25146,25,6,8,1186,1356,1811,3937,1598,437,12144,2563,4158,189,4684,936,7812,1165,10574,1367,1820,49733,3283,975,2742,116,927,44564,13212,5764,9788,14427,14840,28647,29129,109823.846997673,39828146.1767626,41806.1907258478,1,1,5923.412,7.971,57.776,5.764,16.928,21.727,0.292993630573248,0.376055801716976,15875.958604594,14.5063241817941,5.45518737015092,3052.757901,0.264567957479119,0.382983051185548,25.875,37
"05192014download:65",65,"B_72","Local","Scottsdale/Rural",49807,34237,1872,3250,8223,2225,15570,25207,24600,0.687,0.038,0.065,0.165,0.045,0.313,18522,0.002,2175.347,0.094,0.117,0.018,2830.336,0.084,0.153,0.021,3620.332,0.074,0.195,0.024,10413.454,0.042,0.562,0.039,4869.593,0.058,0.263,0.025,4725,2411,651,206,182,1185,89,2314,0.51032562,0.137843535,0.043660082,0.038534308,0.250767173,0.018869282,0.48967438,1446.709458,1849.766099,2204.320099,1031.067921,311.4303525,0.306169986,0.39146966,0.466504625,0.218206945,0.065908622,0.177,-0.1,0.022,-0.086,0.026,-0.189,-0.271,0.344,65,57.5837104072398,65,773,65,65,5157,7195,9059,79,37,140,804,1501,936,2470,609,429,1467,479,1438,272,1920,2208,2458,474,2268,679,743,18452,940,453,1161,42,363,17853,3558,1740,3589,4984,4926,11255,10156,18395,22922,22495,13,12,20,1087,529,2490,11663,397,1579,5962,1253,4002,1139,4360,2785,8852,1276,13578,1723,1092,56823,2590,1243,2061,99,996,51228,12584,5232,10230,14346,13912,29457,34355,97954.6523926573,35221527.83862,61497.6382777707,1,1,4488.214,4.725,63.812,5.232,12.682,32.6,0.198740048893625,0.510875697360998,14141.0674256405,18.1173287803918,9.25570297500112,1844.16598,0.242318000215959,0.390299678306878,25.075,60.875
"05192014download:66",66,"B_77","Local","Baseline",42534,16952,5473,2106,15684,2319,25582,21095,21439,0.399,0.129,0.05,0.369,0.055,0.601,15803,0.002,1804.848,0.111,0.114,0.021,2327.612,0.1,0.147,0.024,2915.68,0.089,0.185,0.027,8163.79,0.048,0.517,0.041,2745.552,0.08,0.174,0.023,2679,670,843,68,159,841,97,2009,0.24992068,0.314851382,0.025505691,0.059469729,0.314082441,0.036170078,0.75007932,1046.406984,1125.96873,1508.218095,383.449365,49.28,0.390592294,0.420290303,0.562972509,0.143130129,0.018394744,0.149,-0.186,0.024,0.055,0.018,-0.276,-0.378,0.373,66,46.0632911392405,66,645,66,66,4136,7835,6726,78,38,137,795,1338,852,2020,695,366,1282,425,1024,261,1834,1879,2165,374,1662,539,933,14361,2375,632,950,52,327,13030,5667,2144,3283,4368,3605,9597,9100,5420,6087,4321,5,2,1,527,242,655,4033,336,282,568,325,1224,0,1253,326,980,126,3708,342,893,13556,885,400,609,41,337,11196,4632,1533,2625,3114,2729,8085,7743,72560.2476652346,26155027.0716329,53137.0386589981,1,1,4723.53,2.679,15.828,1.533,2.074,9.462,0.131033611321708,0.597801364670205,16262.2657141622,6.05160910621525,3.61766018214611,1169.581905,0.298900841612352,0.436574059350504,29.8,38
"05192014download:67",67,"B_8","Local","7th Avenue",37372,15675,3331,730,16086,1549,21697,19841,17531,0.419,0.089,0.02,0.43,0.041,0.581,14644,0.002,3423.02,0.069,0.234,0.026,4375.954,0.062,0.299,0.03,5150.631,0.057,0.352,0.033,5929.594,0.052,0.405,0.034,2551.481,0.075,0.174,0.022,2683,891,804,31,174,767,16,1792,0.332077174,0.299841955,0.011599908,0.064694086,0.285897465,0.005889413,0.667922826,1055.78094,1186.354747,1458.946168,402.1657108,83.9019036,0.393537307,0.442208071,0.543815223,0.14990535,0.031274034,0.087,-0.211,0.008,0.145,0.036,-0.16,-0.192,0.255,67,58.96875,67,655,67,67,3355,5617,4815,73,25,102,562,730,593,1250,466,277,903,316,849,168,1469,1290,1841,261,1254,486,872,11528,1205,418,386,20,230,9410,4377,1748,2497,3337,2845,7263,6524,9716,24711,37106,9,1280,958,1734,1094,519,1149,135,2736,6281,981,4186,199,2300,434,15233,2832,4052,3358,22063,61868,4493,1345,2595,148,1084,54321,17212,5762,12648,21188,18815,34042,37491,52622.0890808864,19566823.1071546,49062.1967135397,1,1,3563.775,2.683,71.533,5.762,13.402,13.691,0.187354088322872,0.191394181706345,19099.6769354627,36.5583107734254,6.99704797504603,1094.4795422,0.243360762086861,0.407931249422288,30,31.5
"05192014download:68",68,"B_80","Local","Northern",38677,26320,1677,1269,8044,1366,12356,18697,19980,0.681,0.043,0.033,0.208,0.035,0.319,16740,0.002,2035.071,0.101,0.122,0.02,2791.107,0.085,0.167,0.023,3587.417,0.074,0.214,0.026,9350.217,0.044,0.559,0.041,4472.624,0.062,0.267,0.027,1559,725,342,20,76,397,0,834,0.4648115,0.219245745,0.012617953,0.048893764,0.254431037,0,0.5351885,675.32,843.63,1050.19,43.46,0,0.433205678,0.541173527,0.673678066,0.027878811,0,0.216,-0.176,0.02,-0.046,0.035,-0.312,-0.459,0.531,68,47.6133333333333,68,635,68,68,3957,6037,6623,55,30,107,625,805,781,1783,429,319,1167,447,1145,251,1610,1458,2431,326,1559,573,716,14393,939,316,688,36,245,13664,2953,1475,3076,4274,4028,8254,8363,7596,12717,13800,0,1,1,397,123,1896,4074,108,191,2409,1482,1859,130,1985,1615,13214,432,3401,632,163,30047,1591,545,1398,63,469,28040,6073,2644,5769,8793,8783,13683,20430,85558.0246053031,29110999.3363127,63093.2985090188,1,1,3802.366,1.559,34.113,2.644,4.589,10.524,0.134523495441621,0.308504089350101,13286.0433794022,11.7182511001771,3.61512838443594,671.91,0.227142532855436,0.430987812700449,44.9375,24.25
"05192014download:69",69,"B_81","Local","Hayden/McClintock",48803,35756,1648,2174,7143,2082,13047,23614,25189,0.733,0.034,0.045,0.146,0.043,0.267,23579,0.002,2365.609,0.1,0.1,0.016,3678.41,0.081,0.156,0.021,4885.876,0.072,0.207,0.025,12984.228,0.039,0.551,0.035,5738.735,0.054,0.243,0.022,2816,1638,386,169,26,500,98,1178,0.5815421,0.136962319,0.060130751,0.009151181,0.177491007,0.034722641,0.4184579,714.9832008,878.3343118,1176.619021,787.6106082,191.9833068,0.253894963,0.311901954,0.417824702,0.279685405,0.068174461,0.151,-0.103,-0.016,-0.031,0.008,-0.154,-0.211,0.271,69,50.0491803278689,69,726,69,69,4689,6995,9565,33,22,143,710,1304,987,2319,581,456,1705,524,1476,314,1938,2094,2635,567,2106,650,685,18604,914,388,946,45,352,18282,2967,1578,3547,5341,5330,10613,10636,8965,14482,17420,30,14,4,1881,4667,1116,6623,274,489,3608,1204,2664,228,4368,568,6327,102,4009,2220,471,36024,1831,724,1621,63,604,33670,7197,3070,6864,10130,9744,21765,19102,95251.0304247705,32417056.9092151,60343.2007185804,1,1,5708.896,2.816,40.867,3.07,6.989,17.322,0.171018180928377,0.423862774365625,15054.7287919055,12.6066348695532,5.34348323122323,1150.05508,0.242117816701302,0.408400241477273,41.4,34.75
"05192014download:70",70,"B_90","Local","Dunlap/Cave Creek",46846,24923,2418,2076,15289,2140,21923,23236,23609,0.532,0.052,0.044,0.326,0.046,0.468,18851,0.002,2871.754,0.087,0.152,0.022,3971.456,0.073,0.211,0.025,5155.614,0.063,0.273,0.028,7480.108,0.05,0.397,0.032,2094.268,0.092,0.111,0.017,3019,1690,349,17,110,821,32,1328,0.55999523,0.115458768,0.005644739,0.036601363,0.27186177,0.01043813,0.44000477,1158.278504,1509.362859,1714.321496,428.0605304,87.78,0.383691293,0.499991483,0.567886073,0.141799315,0.029077999,-0.028,-0.064,0.039,0.055,0.035,-0.231,-0.294,0.255,70,54.1911764705882,70,616,70,70,5015,8432,6645,119,30,149,940,1012,881,2392,600,372,1284,389,1219,293,2030,1617,2918,342,2050,628,827,17011,1286,541,884,50,320,15308,4784,2032,3649,5032,4270,10016,10076,7840,12500,8372,5,7,1,1871,231,1102,4133,147,254,1036,494,2492,411,2020,2486,6347,49,2740,2588,298,24736,1723,749,995,55,454,21568,7144,2726,5011,6881,5681,13054,15658,58109.9499659885,21778960.5827584,43350.3128987493,1,1,6215.278,3.019,28.712,2.726,4.193,11.53,0.146036500417944,0.401574254667038,21509.7501196114,13.1833656114563,5.29410021942364,1081.5766106,0.329705479815394,0.358256578535939,29.8875,31
"05192014download:71",71,"B_96","Local","Dobson",34922,21119,2041,2156,7553,2053,13802,17231,17691,0.605,0.058,0.062,0.216,0.059,0.395,15069,0.002,1621.371,0.113,0.108,0.02,2287.793,0.096,0.152,0.024,3148.074,0.082,0.209,0.028,7928.164,0.047,0.526,0.04,3215.583,0.071,0.213,0.025,2441,1444,311,49,123,515,0,997,0.591639898,0.127237118,0.020043923,0.050191753,0.210887308,0,0.408360102,795.9122961,1071.777382,1324.064298,432.8207173,0,0.326104469,0.43913305,0.542501086,0.17733709,0,0.013,-0.069,0.042,0.005,0.059,-0.219,-0.334,0.349,71,48.7247706422018,71,460,71,71,3608,6004,6691,50,25,116,751,1589,760,1771,511,335,1100,326,938,218,1461,1527,1919,373,1495,467,571,13488,981,434,1061,39,300,13302,3001,1380,2863,4120,3611,8332,7971,3832,5904,4869,9,6,1,347,186,470,2192,43,88,325,357,534,14,1226,267,6082,152,2045,192,69,12352,658,343,996,32,224,11513,3092,1296,2474,3598,3082,5908,8697,58599.6801381154,20708968.2602993,59662.0193768779,1,1,3992.762,2.441,14.605,1.296,0.961,5.807,0.0657993837726806,0.397603560424512,16863.2254205286,7.05250006491097,2.8040991357027,936.4019007,0.2649652929856,0.383614051904957,27.35,39
