"route_id","route_id.1","valley.metro.survey.ID","route_type","route_name","total_c","white_c","black_c","asian_c","latino_c","other_c","poc_c","male_c","female_c","pct_white_c","pct_black_c","pct_asian_c","pct_latino_c","pct_other_c","pct_poc_c","totalhhs_c","totalhhs_cv_c","below15k_c","below15k_cv_c","below15k_prop_c","below15k_prop_moe_c","below20k_c","below20k_cv_c","below20k_prop_c","below20k_prop_moe_c","below25k_c","below25k_cv_c","below25k_prop_c","below25k_prop_moe_c","above50k_c","above50k_cv_c","above50k_prop_c","above50k_prop_moe_c","above100k_c","above100k_cv_c","above100k_prop_c","above100k_prop_moe_c","total_r","white_r","black_r","aisan_r","amerindian_r","latino_r","other_r","poc_r","pct_white_r","pct_black_r","pct_asian_r","pct_amerindian_r","pct_latino_r","pct_other_r","pct_poc_r","below15_r","below20_r","below25_r","above50_r","above100_r","below15k_prop_r","below20k_prop_r","below25k_prop_r","above50k_prop_r","above100k_prop_r","white_diff","black_diff","asian_diff","latino_diff","poc_diff","below15k_diff","below25k_diff","above50k_diff","id","ws","OBJECTID","Join_Count","TARGET_FID","id_num","CE01_r","CE02_r","CE03_r","CNS01_r","CNS02_r","CNS03_r","CNS04_r","CNS05_r","CNS06_r","CNS07_r","CNS08_r","CNS09_r","CNS10_r","CNS11_r","CNS12_r","CNS13_r","CNS14_r","CNS15_r","CNS16_r","CNS17_r","CNS18_r","CNS19_r","CNS20_r","CR01_r","CR02_r","CR03_r","CR04_r","CR05_r","CR07_r","CT01_r","CT02_r","CD01_r","CD02_r","CD03_r","CD04_r","CS01_r","CS02_r","CE01_w","CE02_w","CE03_w","CNS01_w","CNS02_w","CNS03_w","CNS04_w","CNS05_w","CNS06_w","CNS07_w","CNS08_w","CNS09_w","CNS10_w","CNS11_w","CNS12_w","CNS13_w","CNS14_w","CNS15_w","CNS16_w","CNS17_w","CNS18_w","CNS19_w","CNS20_w","CR01_w","CR02_w","CR03_w","CR04_w","CR05_w","CR07_w","CT01_w","CT02_w","CD01_w","CD02_w","CD03_w","CD04_w","CS01_w","CS02_w","Shape_Length","Shape_Area","wtdinc","mode_collapse","mode_collapse_f","midinc_c","totrid100","totjobs","cd01_1000","hiwagejobs","lowagejobs","hiwageshare","lowageshare","resdens","jobdens","lwjobdens","midinc_r","pct_midinc_c","midinc_prop_r","hdwy","trips"
"05192014download:50",50,"B_562","Express","Goodyear-Downtown Express",4978,2115,876,67,1598,322,2863,3794,1184,0.425,0.176,0.014,0.321,0.065,0.575,661,0.011,199.642,0.3,0.302,0.149,273.949,0.247,0.414,0.168,327.869,0.232,0.496,0.189,183.01,0.267,0.277,0.121,50.801,0.434,0.077,0.055,208,87,47,0,27,39,7,120,0.420908172,0.226272451,0,0.131362257,0.189820388,0.031636731,0.579091828,33.85,33.85,40.42,127.83,13.14,0.162998989,0.162998989,0.19463572,0.615543892,0.063273463,0.004,-0.05,0.014,0.131,0.033,0.139,0.301,-0.339,50,77.2272727272727,50,140,50,50,395,422,343,2,1,6,47,44,42,119,32,20,74,31,72,20,158,68,133,31,131,70,59,894,163,48,34,4,17,890,270,117,244,304,202,747,413,6302,23204,33777,5,1269,958,734,556,421,168,12,2472,5986,873,2881,116,639,404,758,2732,3242,1997,37060,54612,4403,1269,1897,127,975,47885,15398,4703,11843,20244,16520,32781,30502,10090.0076065485,3333741.46775107,34275.2758198059,3,3,150.121,0.208,63.283,4.703,11.455,8.778,0.181012278178974,0.138710238136624,14932.1717000393,189.825757672476,26.3307760512143,46.32,0.227111951588502,0.222692307692308,28.75,3
"05192014download:52",52,"B_571","Express","Surprise Express",10472,3976,1190,147,4680,480,6496,6543,3929,0.38,0.114,0.014,0.447,0.046,0.62,2093,0.007,357.555,0.227,0.171,0.064,499.342,0.193,0.239,0.076,639.933,0.173,0.306,0.087,808.128,0.15,0.386,0.095,239.733,0.28,0.115,0.053,160,113,12,12,5,17,0,47,0.709039725,0.077885518,0.077885518,0.028651861,0.106537379,0,0.290960275,4.58,4.58,17.03,104.18,36.06,0.028651861,0.028651861,0.106537379,0.651736003,0.225586487,-0.329,0.036,-0.064,0.34,0.046,0.142,0.199,-0.266,52,70.8620689655172,52,202,52,52,954,1422,947,13,4,20,163,172,126,384,81,47,191,76,180,46,385,250,453,77,380,128,147,2770,323,80,92,8,50,2172,1151,436,633,817,568,1848,1475,6586,23555,33899,5,1269,958,756,558,506,471,13,2489,6073,873,2893,116,652,404,854,2735,3302,2052,37061,55292,4424,1285,1924,127,988,48351,15689,4809,11982,20391,16608,33174,30866,19338.6986802843,5527877.26811616,37780.0247845098,3,3,644.939,0.16,64.04,4.809,11.571,9.212,0.180683947532792,0.143847595252967,18943.9806494994,115.84917119881,16.6646246889981,51.24,0.308140946010511,0.32025,23.3,4
"05192014download:53",53,"B_573","Express","Northwest Valley-Downtown Express",6971,3418,999,297,1834,424,3553,4767,2204,0.49,0.143,0.043,0.263,0.061,0.51,1586,0.007,443.685,0.195,0.28,0.09,547.608,0.172,0.345,0.098,626.631,0.163,0.395,0.106,576.834,0.165,0.364,0.099,171.399,0.297,0.108,0.053,209,152,13,0,8,36,0,57,0.727242271,0.060687279,0,0.040346511,0.17172394,0,0.272757729,6.34,6.34,6.34,168.81,31.63,0.030343639,0.030343639,0.030343639,0.807935292,0.151383172,-0.237,0.083,0.043,0.091,0.061,0.249,0.365,-0.444,53,75.5,53,158,53,53,644,785,844,5,3,17,86,98,80,252,60,43,154,59,156,41,249,192,289,60,225,105,99,1776,239,66,141,5,46,1837,436,193,424,569,479,1299,974,8073,24583,34669,5,1269,958,734,556,490,2055,26,2498,6006,925,2997,116,1000,1491,769,2735,3502,2123,37070,58170,4557,1339,2081,134,1044,50953,16372,5093,12508,21093,17256,34452,32873,15150.5670255132,4477212.52184937,37024.2383787464,3,3,382.535,0.209,67.325,5.093,11.617,11.415,0.172551058299294,0.169550686966209,15569.9555604757,150.372580420173,25.4957743111218,33.85,0.241194829760404,0.161961722488038,30.65,4
"05192014download:54",54,"B_575","Express","Northwest Valley-Downtown Express",7124,3410,970,302,2042,400,3714,4810,2314,0.479,0.136,0.042,0.287,0.056,0.521,1472,0.008,426.638,0.198,0.29,0.094,509.727,0.177,0.346,0.101,583.834,0.167,0.397,0.109,560.012,0.166,0.381,0.104,166.058,0.295,0.113,0.055,215,116,7,23,7,53,8,99,0.538072009,0.034657375,0.108524971,0.034657375,0.247154472,0.036933798,0.461927991,0,0,0,177.46,77.05,0,0,0,0.824436702,0.357955865,-0.059,0.101,-0.066,0.039,0.019,0.29,0.397,-0.444,54,76.7826086956522,54,158,54,54,652,783,827,5,3,17,88,102,74,256,62,41,150,56,156,39,258,189,277,59,223,107,100,1780,228,61,141,6,46,1801,461,203,424,567,468,1302,960,8074,24593,34716,5,1269,958,716,556,478,2095,26,2497,6092,925,2979,116,1001,1439,764,2735,3515,2035,37182,58245,4554,1337,2069,134,1044,50961,16422,5101,12501,21105,17266,34494,32889,13049.879464039,3970675.31388813,36517.3416290709,3,3,328.154,0.215,67.383,5.101,11.684,11.381,0.173396850837748,0.168900167698084,17941.5324518793,169.701611623384,28.6626306618246,37.54,0.222930706521739,0.174604651162791,29.875,3
"05192014download:89",89,"Station-specific","Light rail","Light rail",79720,38131,6352,4624,25406,5207,41589,43852,35868,0.478,0.08,0.058,0.319,0.065,0.522,32157,0.002,8201.447,0.049,0.255,0.021,10978.728,0.043,0.341,0.024,12850.947,0.039,0.4,0.026,9708.884,0.044,0.302,0.022,3088.748,0.077,0.096,0.012,42161,19115,6957,2166,2535,10089,1299,23046,0.45338337,0.165020593,0.051367001,0.060125111,0.239299807,0.030804119,0.54661663,11371.16,14127.46,16964.3,9793.27,1943.72,0.267263471,0.33204651,0.398722531,0.230177337,0.045684464,0.025,-0.085,0.007,0.079,0.035,-0.012,0.001,0.072,89,66.0178571428571,89,1242,89,89,7072,11798,8641,65,38,139,1061,1375,1058,2707,890,553,1752,644,1684,385,3127,2643,3402,612,3105,980,1291,22165,2353,1077,1293,69,554,20576,6935,2830,4607,6201,5119,15085,12426,32577,64686,96519,47,1298,10943,3362,2665,4229,9131,2067,6593,15547,3578,14441,2519,15276,17471,33280,4740,11962,7596,27037,165927,12787,4231,7334,326,3177,151065,42717,14840,32900,53025,54367,94556,99226,68855.0724981683,42800075.6350997,34721.0735749563,2,2,9597.169,42.161,193.782,14.84,39.1,48.705,0.201773126502978,0.251339133665666,18626.1353086542,45.2760882135176,11.3796527873558,18240.27,0.298447274310415,0.432633713621593,15.925,81.5
"05192014download:1",1,"B_1","Local","Washington",13961,3957,1821,192,7369,622,10004,8605,5356,0.283,0.13,0.014,0.528,0.045,0.717,3380,0.005,1301.985,0.102,0.385,0.065,1668.557,0.09,0.494,0.073,1965.049,0.084,0.581,0.08,712.348,0.14,0.211,0.049,235.273,0.25,0.07,0.029,462,85,155,0,19,203,0,377,0.184907049,0.334754474,0,0.040340208,0.439998269,0,0.815092951,237.87,314.22,339.46,76.69,0,0.514792131,0.680026836,0.734650594,0.165970524,0,0.099,-0.204,0.014,0.088,0.045,-0.13,-0.153,0.045,1,63.5866666666667,1,394,1,1,991,1457,865,11,5,21,165,189,152,306,109,56,187,75,167,38,460,254,347,67,385,167,152,2631,414,123,82,9,54,2056,1257,461,617,760,483,1968,1345,11792,31445,47071,10,1280,6832,2162,1770,1926,1353,180,2970,6162,1017,4213,527,2422,479,3512,3661,5310,5328,39194,78328,5807,2041,2607,177,1348,68048,22260,7434,16762,27177,23818,49019,41289,28764.7624638844,11848452.4545956,24638.8605348953,1,1,702.603,0.462,90.308,7.434,13.872,18.074,0.153607653806972,0.200137307879701,11782.9733912508,76.219236517232,15.254312805205,71.09,0.207870710059172,0.153874458874459,52.6875,18.5
"05192014download:2",2,"B_10","Local","Roosevelt/Grant",41760,10512,3557,476,25793,1422,31249,22751,19009,0.252,0.085,0.011,0.618,0.034,0.748,13050,0.002,3848.658,0.065,0.295,0.032,4997.833,0.057,0.383,0.036,5995.313,0.052,0.459,0.04,3809.603,0.068,0.292,0.032,1375.742,0.112,0.105,0.019,3364,828,698,127,174,1537,0,2536,0.246229348,0.207598376,0.037715434,0.051606057,0.456850785,0,0.753770652,1220.729839,1388.064317,1627.52236,573.9572106,94.35091111,0.362862687,0.412602962,0.483782011,0.17060913,0.028045866,0.005,-0.122,-0.026,0.161,0.034,-0.068,-0.024,0.121,2,49.3834586466165,2,634,2,2,3650,6041,3377,69,19,53,681,735,548,1392,471,237,794,295,664,153,1601,885,1529,246,1663,477,556,10925,1104,437,341,35,226,7144,5924,2070,2337,2767,2010,7118,5950,11883,26545,36122,8,1271,958,1810,999,2162,1383,719,3258,10152,1784,4890,285,11609,299,6314,2827,3454,2690,17678,64691,4784,1389,2388,156,1142,56306,18244,6671,13106,20792,18932,38522,36028,65380.7128103635,22844259.7237892,32318.7595012213,1,1,3245.084,3.364,74.55,6.671,18.585,21.963,0.249295774647887,0.294607645875252,18280.3034569392,32.6340187431709,9.6142314373744,1401.9784724,0.248665440613027,0.416759355648038,44.875,24.75
"05192014download:3",3,"B_104","Local","Alma School",29306,14647,1572,1002,10450,1635,14659,14594,14712,0.5,0.054,0.034,0.357,0.056,0.5,11345,0.003,1272.727,0.128,0.112,0.024,1924.749,0.103,0.17,0.029,2662.201,0.089,0.235,0.034,5447.436,0.056,0.48,0.044,1599.483,0.104,0.141,0.024,1463,837,257,37,73,259,0,626,0.571930568,0.175459586,0.025411388,0.050221162,0.176977296,0,0.428069432,605.132919,704.1075035,907.8887636,152.9058356,0,0.413696728,0.481360311,0.620674564,0.10453347,0,-0.072,-0.122,0.009,0.18,0.056,-0.302,-0.386,0.376,3,56.4719101123596,3,409,3,3,3032,5058,4115,63,24,79,581,998,528,1516,383,211,723,271,644,131,1186,1076,1505,266,1246,382,392,10344,778,369,459,25,230,9023,3182,1245,2241,3000,2361,6140,6065,6643,7514,5637,6,8,195,496,293,488,3927,103,413,1120,495,1253,22,1575,760,2718,344,3236,917,1425,17177,909,610,720,42,336,15238,4556,1965,3538,4609,3504,9744,10050,42774.5932758835,15748143.6289325,50142.7512687248,1,1,3235.363,1.463,19.794,1.965,2.808,9.999,0.141861170051531,0.505153076689906,18609.17749452,12.569100502509,6.34931979006709,605.9866609,0.285179638607316,0.414208243950786,40.0333333333333,26
"05192014download:4",4,"B_106","Local","Peoria/Shea",57703,32788,2554,1034,19234,2093,24915,27849,29854,0.568,0.044,0.018,0.333,0.036,0.432,24100,0.002,3573.048,0.076,0.148,0.018,5316.627,0.061,0.221,0.022,7265.573,0.053,0.301,0.026,9206.949,0.044,0.382,0.028,2577.625,0.086,0.107,0.015,3804,1877,473,46,46,1342,20,1926,0.493598204,0.124426205,0.011970176,0.012062193,0.352745542,0.00519768,0.506401796,780.190905,1289.205709,1764.996674,648.161207,158.9868723,0.205116478,0.338939268,0.464027329,0.170405145,0.041798523,0.075,-0.08,0.006,-0.019,0.031,-0.057,-0.163,0.212,4,50.4225352112676,4,877,4,4,5679,9232,6980,113,32,174,1040,1123,919,2645,705,408,1304,429,1227,257,2112,1842,3213,449,2115,722,1062,19199,1289,496,541,47,319,16193,5698,2347,4297,5611,4432,10887,11004,11021,15609,10333,4,29,5,1670,1057,1218,8133,116,149,1034,372,1306,277,2508,1638,10250,1267,3042,2701,187,31890,2201,741,1489,75,567,28294,8669,3790,6713,8950,6524,16498,20465,83277.8959461454,31689987.5145085,40699.6892166505,1,1,7627.478,3.804,36.963,3.79,2.766,17.651,0.0748315883451019,0.477531585639694,18208.5903232313,11.6639364351524,5.56989806067892,1866.633084,0.316492863070539,0.490702703470031,30.175,31.5
"05192014download:5",5,"B_108","Local","Elliot",50042,35168,2275,2379,8258,1962,14874,24446,25596,0.703,0.045,0.048,0.165,0.039,0.297,19365,0.002,1252.063,0.136,0.065,0.015,1792.401,0.112,0.093,0.017,2411.575,0.093,0.125,0.019,12635.222,0.036,0.652,0.038,5405.807,0.052,0.279,0.024,691,293,149,18,0,230,0,397,0.424671019,0.215542076,0.026347409,0,0.333439495,0,0.575328981,120.4,148.23,204.82,318.54,42.11,0.174298247,0.214586621,0.296509692,0.461137571,0.060960957,0.278,-0.17,0.021,-0.168,0.039,-0.11,-0.172,0.191,5,44.4472049689441,5,635,5,5,4680,7454,10293,35,36,180,951,1905,1115,2458,794,481,1581,482,1369,313,1924,2133,2766,464,1954,602,884,19439,1130,392,1071,41,354,19009,3418,1755,4020,5735,5434,11576,10851,6949,10257,8187,9,231,2,1425,788,801,4441,183,397,1251,440,2557,390,4141,707,2037,814,3828,814,137,22064,1345,520,994,51,419,20341,5052,2174,4467,6063,4667,12910,12483,97551.250837978,32339469.4831612,74727.1059195743,1,1,4318.203,0.691,25.393,2.174,4.595,14.038,0.180955381404324,0.552829519946442,15473.9705999371,7.8520150162704,4.34082569205702,224.23,0.222990085205267,0.324500723589001,43.75,36.25
"05192014download:6",6,"B_112","Local","Country Club/Arizona Ave",33960,12807,1844,626,16498,2186,21153,17257,16702,0.377,0.054,0.018,0.486,0.064,0.623,12808,0.003,1883.394,0.108,0.147,0.026,2736.09,0.09,0.214,0.032,3660.11,0.079,0.286,0.037,4664.778,0.066,0.364,0.04,1132.782,0.139,0.088,0.02,1433,714,161,74,31,453,0,719,0.498014308,0.112462049,0.051809457,0.021615774,0.316098412,0,0.501985692,465.0769307,632.7525079,846.7652964,263.4842825,68.13,0.324598346,0.441626759,0.590996019,0.183897666,0.047551026,-0.121,-0.058,-0.033,0.17,0.064,-0.178,-0.305,0.18,6,57.1481481481481,6,420,6,6,3161,5381,3394,77,21,59,640,895,494,1530,346,191,679,251,590,113,1226,1032,1475,287,1299,344,387,10013,762,461,433,36,231,7749,4187,1479,2118,2766,2057,6013,5923,4900,6786,7218,10,6,202,863,934,768,3741,323,56,480,1170,829,860,1195,246,1328,282,2097,762,2752,16919,794,390,488,27,286,14593,4311,1841,3587,4865,3626,11406,7498,44269.7067713101,15666649.5560861,39640.1555590123,1,1,4483.112,1.433,18.904,1.841,2.225,8.077,0.117699957680914,0.427264071096064,21676.6194191198,12.0663961572155,5.15553754558982,536.7632096,0.35002435977514,0.374573070202373,45.2625,23.625
"05192014download:7",7,"B_12","Local","12th Street",33916,15686,1964,535,13960,1771,18230,17444,16472,0.462,0.058,0.016,0.412,0.052,0.538,13898,0.002,3028.137,0.082,0.218,0.029,3710.379,0.073,0.267,0.032,4724.892,0.065,0.34,0.036,5526.99,0.06,0.398,0.039,1703.331,0.109,0.123,0.022,1459,780,278,16,34,345,6,679,0.534706326,0.190487287,0.010828593,0.023199232,0.236474539,0.004304023,0.465293674,525.1771408,562.6685692,667.8099976,160.4657136,23.7514284,0.359928371,0.385622994,0.457681315,0.109974632,0.016277961,-0.072,-0.133,0.005,0.175,0.048,-0.142,-0.118,0.288,7,63.2765957446809,7,478,7,7,3138,5594,4663,62,27,89,551,604,552,1300,408,281,867,294,851,167,1494,1137,1900,246,1420,495,650,11652,790,416,320,32,185,9607,3788,1556,2427,3342,2767,6892,6503,5503,10885,12291,32,3,0,547,53,617,1455,66,391,552,290,1074,2355,1807,168,14777,13,1617,883,1979,24645,1696,557,1267,68,446,22235,6444,2630,5198,8358,7048,10762,17917,36439.057813116,13884706.9771205,39150.8013087426,1,1,3646.118,1.459,28.679,2.63,4.372,5.775,0.152446040656927,0.20136685379546,24426.8748745562,20.6550992017749,4.15925234109453,735.8657172,0.262348395452583,0.504363068677176,49.2125,20.25
"05192014download:8",8,"B_120","Local","Mesa Drive",15432,5596,607,88,8450,691,9837,7566,7866,0.363,0.039,0.006,0.548,0.045,0.637,5393,0.004,990.656,0.121,0.184,0.036,1395.425,0.101,0.259,0.043,1811.144,0.089,0.336,0.049,1729.72,0.099,0.321,0.052,476.946,0.203,0.088,0.03,398,239,0,0,31,128,0,159,0.599608296,0,0,0.07906895,0.321322754,0,0.400391704,48.72,196.38,217.01,18.326668,0,0.122328047,0.493078447,0.544877043,0.046015302,0,-0.237,0.039,0.006,0.226,0.045,0.061,-0.209,0.275,8,57.3947368421053,8,190,8,8,1538,2516,1371,29,7,20,318,366,204,696,191,101,256,128,232,68,625,452,663,140,584,159,186,4786,299,184,64,19,73,3555,1870,700,988,1242,873,2836,2589,924,1952,2051,6,3,361,607,151,55,489,27,3,282,352,111,5,229,59,1783,0,240,131,33,4380,199,118,154,10,66,3709,1218,528,982,1256,987,2822,2105,18420.8206709358,6522935.88882614,34286.5707966083,1,1,1852.136,0.398,4.927,0.528,0.401,1.089,0.0813882687233611,0.221026994114065,23658.0586763626,7.55334727180134,1.66949364298593,183.293332,0.343433339514185,0.460536010050251,40.4333333333333,19.6666666666667
"05192014download:9",9,"B_122","Local","Cactus/39th Ave",14058,8236,583,379,4270,590,5822,6814,7244,0.586,0.041,0.027,0.304,0.042,0.414,5359,0.004,570.958,0.18,0.107,0.032,946.252,0.141,0.177,0.041,1359.901,0.121,0.254,0.051,2507.451,0.09,0.468,0.069,684.485,0.167,0.128,0.035,108,47,21,0,6,33,0,61,0.434348108,0.197834737,0,0.05903581,0.308781345,0,0.565651892,19.83,19.83,32.19,31.5,0,0.183492181,0.183492181,0.297862497,0.291477746,0,0.151,-0.156,0.027,-0.005,0.042,-0.077,-0.044,0.176,9,44.9393939393939,9,183,9,9,1361,2464,1664,27,5,45,294,320,259,645,175,94,311,111,314,79,575,513,736,94,528,141,223,4706,324,124,242,14,79,4168,1321,615,1064,1332,1074,2743,2746,798,989,420,0,0,0,43,17,26,346,3,13,48,74,54,81,68,208,929,8,267,14,8,1953,120,32,72,2,28,1613,594,262,434,515,382,907,1300,16235.8030374929,5769876.41853706,47999.4220997017,1,1,1491.648,0.108,2.207,0.262,0.196,0.703,0.088808337109198,0.318531943815134,24364.4733097496,3.82503859685712,1.21839697942481,56.67,0.278344467251353,0.524722222222222,59.9625,15
"05192014download:10",10,"B_128","Local","Stapley",15290,7750,350,155,6488,547,7540,7664,7626,0.507,0.023,0.01,0.424,0.036,0.493,4858,0.004,557.604,0.174,0.115,0.033,855.777,0.136,0.176,0.04,1253.68,0.115,0.258,0.049,2224.508,0.079,0.458,0.059,659.818,0.145,0.136,0.032,388,303,0,0,0,45,41,85,0.780092294,0,0,0,0.114826368,0.105081337,0.219907706,136.85,141.74,226.41,65.43,0,0.352806208,0.365412875,0.583696409,0.168681843,0,-0.273,0.023,0.01,0.31,-0.069,-0.238,-0.326,0.289,10,53.15,10,203,10,10,1228,1894,1433,13,4,31,252,317,176,518,143,65,253,77,245,66,449,524,542,119,461,138,162,4114,163,98,110,13,57,3387,1168,500,886,1114,878,2282,2273,1379,1940,1316,0,3,3,331,61,65,1140,26,115,393,292,412,83,287,51,477,19,730,124,23,4165,135,108,160,7,60,3600,1035,477,887,1031,843,2291,2344,19595.2386010753,7012044.07326968,48876.7535652138,1,1,1379.812,0.388,4.635,0.477,1.003,2.3,0.216396979503776,0.496224379719525,21805.3392708788,6.61005542972682,3.28007065552787,180.83,0.284028818443804,0.466056701030928,40,22
"05192014download:11",11,"B_13","Local","Buckeye",12142,960,1064,188,9590,341,11182,6223,5920,0.079,0.088,0.015,0.79,0.028,0.921,3281,0.005,1322.241,0.097,0.403,0.064,1641.348,0.088,0.5,0.072,1944.708,0.082,0.593,0.08,512.551,0.195,0.156,0.05,86.784,0.536,0.026,0.023,1087,380,327,0,0,379,0,706,0.349975152,0.301080414,0,0,0.348944433,0,0.650024848,274.74,274.74,365.86,140.45,32.39,0.252839079,0.252839079,0.336695441,0.129254017,0.029808029,-0.271,-0.213,0.015,0.441,0.028,0.15,0.256,0.027,11,36.0795454545455,11,291,11,11,1024,1727,455,25,8,12,212,304,187,334,127,44,128,87,100,25,417,172,349,51,357,130,137,2622,317,130,81,10,46,1008,2198,678,543,598,307,1733,1473,3128,14547,12285,0,3,1,546,1102,3603,2340,11167,42,6119,458,334,316,309,112,276,5,1414,1750,63,25090,2625,568,1079,114,484,21378,8582,3785,6785,8052,5472,16531,13429,48226.0070419415,16604489.8971804,21938.1579297835,1,1,823.741,1.087,29.96,3.785,6.811,5.818,0.227336448598131,0.194192256341789,7312.47998293632,18.0433124928984,3.50387156487593,671.81,0.251064004876562,0.618040478380865,46.825,22
"05192014download:12",12,"B_136","Local","Gilbert Road",38313,24538,1327,896,10084,1469,13776,18950,19363,0.64,0.035,0.023,0.263,0.038,0.36,13484,0.002,1231.1,0.13,0.091,0.019,1774.528,0.105,0.132,0.023,2457.219,0.087,0.182,0.026,7473.178,0.046,0.554,0.042,3054.276,0.071,0.227,0.027,978,680,216,0,0,81,0,298,0.695354213,0.221334615,0,0,0.083311172,0,0.304645787,237.53,318.3,318.3,137.41,0,0.242957674,0.325573308,0.325573308,0.140549884,0,-0.055,-0.187,0.023,0.18,0.038,-0.152,-0.143,0.414,12,45.8840579710145,12,573,12,12,3650,5137,5699,64,19,129,780,1230,586,1627,460,251,784,332,823,169,1313,1446,1867,340,1367,442,457,12936,629,218,422,43,238,11799,2687,1261,2677,3737,3239,7448,7038,4750,4762,6213,8,18,95,784,3777,522,1714,183,88,451,256,751,5,1361,513,1193,919,1723,365,999,14064,658,236,510,31,226,12713,3012,1378,2949,3988,3222,8606,7119,74460.2434667751,25829570.7898972,63036.8143291166,1,1,3553.603,0.978,15.725,1.378,1.295,6.082,0.0823529411764706,0.386772655007949,14832.9990891624,6.08798346976426,2.35466553024523,522.29,0.263542198160783,0.534038854805726,29.6333333333333,27
"05192014download:13",13,"B_138","Local","Thunderbird",32908,23189,1270,872,6292,1284,9719,16025,16883,0.705,0.039,0.027,0.191,0.039,0.295,13617,0.002,1638.689,0.117,0.12,0.023,2371.145,0.098,0.174,0.028,3368.168,0.083,0.247,0.034,6524.98,0.054,0.479,0.042,2425.472,0.085,0.178,0.025,1568,1163,144,0,45,163,53,404,0.742076022,0.09166874,0,0.028449139,0.103807464,0.033998635,0.257923978,457.40635,607.92635,857.372385,229.373175,0,0.291763118,0.387774431,0.546887117,0.146308928,0,-0.037,-0.053,0.027,0.087,0.005,-0.171,-0.3,0.333,13,48.5510204081633,13,488,13,13,3511,5985,5752,47,12,115,740,760,644,1849,448,306,1043,330,975,223,1450,1390,1962,315,1507,478,654,13625,661,237,447,35,243,12876,2372,1288,2822,3975,3455,7472,7776,2915,4909,3769,7,0,1,194,174,244,1992,59,32,355,169,927,148,238,800,4715,105,1080,304,49,10196,579,184,475,17,142,9244,2349,928,2022,3110,2382,4560,7033,48903.6399525075,17141242.7875301,52872.674475026,1,1,3723.852,1.568,11.593,0.928,1.462,3.719,0.126110583973087,0.320797032692142,19198.1412362585,6.7632202307021,2.1696209814527,730.700475,0.273470808548138,0.466007955994898,45,24
"05192014download:14",14,"B_15","Local","15th Avenue",20311,8665,2147,413,7726,1360,11646,11682,8629,0.427,0.106,0.02,0.38,0.067,0.573,7503,0.003,1790.944,0.11,0.239,0.043,2350.753,0.097,0.313,0.05,2800.489,0.089,0.373,0.055,2695.388,0.081,0.359,0.048,911.444,0.134,0.121,0.027,3026,1264,664,38,291,768,0,1762,0.417714072,0.219613118,0.012595308,0.096221408,0.253856094,0,0.582285928,1402.827553,1675.510349,1902.343182,389.6435628,147.5627679,0.463628464,0.553748954,0.628716228,0.128775519,0.048768859,0.009,-0.114,0.008,0.127,0.067,-0.225,-0.255,0.23,14,66.1,14,341,14,14,1826,2880,2344,20,18,47,315,326,280,628,253,119,447,164,457,89,853,610,917,138,678,264,427,5772,634,292,201,14,137,5011,2039,801,1310,1797,1435,3859,3191,7814,23090,32873,13,1269,960,810,1019,445,2144,41,2550,6272,937,3182,175,921,916,1340,2799,3360,2113,32511,55003,4478,1263,1919,124,990,47988,15789,5033,11834,19700,16167,32482,31295,24337.0249420706,9236138.31847689,36691.5367574455,1,1,2007.123,3.026,63.777,5.033,12.179,11.337,0.190962259121627,0.177760007526224,21990.7923632627,69.0515860642907,12.274610458486,960.8460882,0.267509396241503,0.317530101850628,44.95,24.75
"05192014download:15",15,"B_154","Local","Greenway",33461,22498,1121,939,7810,1093,10963,16609,16852,0.672,0.034,0.028,0.233,0.033,0.328,13790,0.002,1524.506,0.114,0.111,0.021,2336.893,0.092,0.169,0.026,2926.228,0.081,0.212,0.028,7222.789,0.049,0.524,0.042,3151.342,0.073,0.229,0.028,1087,455,176,79,0,376,0,631,0.418979862,0.162132312,0.072672385,0,0.34621544,0,0.581020138,320.75,448.98,570.52,153.53,45,0.295208556,0.413227552,0.525089276,0.141304348,0.041416633,0.253,-0.129,-0.045,-0.113,0.033,-0.185,-0.313,0.382,15,45.1769911504425,15,466,15,15,2968,5176,5605,26,17,113,597,681,605,1548,353,262,1038,326,970,228,1308,1224,1949,268,1268,451,517,12282,584,214,474,19,176,11612,2137,1125,2492,3566,3420,6713,7036,7777,9774,8739,19,7,2,1079,2428,1234,3679,463,441,1214,511,1728,50,2128,4579,2476,301,2948,487,516,23483,1048,516,804,42,397,21288,5002,2318,4724,6082,6079,12038,14252,56111.1333492911,20216395.1692707,57993.4108488249,1,1,3640.983,1.087,26.29,2.318,3.433,9.543,0.130581970330924,0.362989729935337,16551.4176587037,13.0042966512454,4.72042612943456,484.49,0.26403067440174,0.445712971481141,44.95,25
